527048;1789246;1.28;4
434438;1758886;0.47;3
639080;1777020;0.13;2
706128;1889650;0.5;3
647915;1783273;0.95;3
640660;1781890;0.16;2
708110;1882960;0.42;3
642960;1801400;0.44;3
647513;2510086;0.25;2
1018642;2449140;0.37;3
1020448;2444401;1.2;4
996592;2401370;1.29;4
976000;2353000;0.47;3
970275;2327590;0.34;3
970979;2303078;0.21;2
922634;2375248;0.26;2
883330;2364085;0.39;3
872003;2436196;0.54;3
865260;2452125;0.84;3
919280;2376483;0.81;3
948137;1837024;1.52;4
935105;1835965;0.86;3
935648;1842521;0.28;2
910611;1801375;0.32;3
901309;1805993;0.47;3
912616;1838315;0.24;2
898748;1840110;0.69;3
933923;1830169;0.13;2
915000;1847950;0.85;3
910981;1834130;0.64;3
914946;1834591;0.18;2
892835;1839193;0.25;2
652750;2015095;0.35;3
710400;2043430;0.3;3
701240;2050390;0.38;3
806112;2324323;0.24;2
715680;2402870;0.42;3
690370;2387200;0.43;3
807210;2349950;0.58;3
821450;2360920;0.45;3
825745;2369595;0.25;2
799385;2435160;0.39;3
787210;2427570;1.06;4
773670;2419130;0.57;3
737010;2428345;0.54;3
695712;2083480;0.26;2
700988;2137133;0.61;3
993608;1887487;0.69;3
993608;1887487;0.66;3
910611;1801375;0.31;3
944289;1842796;0.17;2
987795;1883522;0.4;3
935105;1835965;0.86;3
948137;1837024;1.53;4
987867;1893760;1.34;4
935648;1842521;0.29;2
933923;1830169;0.14;2
679360;2331565;1.82;4
827329;1877037;0.1;2
853453;1877174;0.04;1
645847;1809245;0.3;3
520041;2479845;7.27;5
448185;2443911;0.62;3
